"severity","condition","published","Architecture","Title","Version","updated","Name","cve","detection_time","cvss2_score","cvss3_score","external_references"
"High","KB5015827 patch is not installed","2022-07-12","x64","CVE-2022-22022 affects Windows Server 2022","10.0.20348","2023-05-17","Windows Server 2022","CVE-2022-22022","2023-09-10T01:29:59+00:00",3.6,7.1,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-22022"",""https://nvd.nist.gov/vuln/detail/CVE-2022-22022""]"
"High","KB5012604 patch is not installed","2022-04-15","x64","CVE-2022-22009 affects Windows Server 2022","10.0.20348","2023-06-29","Windows Server 2022","CVE-2022-22009","2023-09-10T01:29:59+00:00",4.4,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-22009"",""https://nvd.nist.gov/vuln/detail/CVE-2022-22009""]"
"High","KB5012604 patch is not installed","2022-04-15","x64","CVE-2022-22008 affects Windows Server 2022","10.0.20348","2023-06-29","Windows Server 2022","CVE-2022-22008","2023-09-10T01:29:59+00:00",6.9,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-22008"",""https://nvd.nist.gov/vuln/detail/CVE-2022-22008""]"
"High","KB5012604 patch is not installed","2022-04-15","x64","CVE-2022-21983 affects Windows Server 2022","10.0.20348","2023-06-29","Windows Server 2022","CVE-2022-21983","2023-09-10T01:29:59+00:00",5.1,7.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-21983"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21983""]"
"Low","KB5011497 patch is not installed","2022-03-09","x64","CVE-2022-21977 affects Windows Server 2022","10.0.20348","2023-06-29","Windows Server 2022","CVE-2022-21977","2023-09-10T01:29:59+00:00",4.3,3.3,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-21977"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21977""]"
"High","KB5013944 patch is not installed","2022-05-10","x64","CVE-2022-21972 affects Windows Server 2022","10.0.20348","2022-05-23","Windows Server 2022","CVE-2022-21972","2023-09-10T01:29:59+00:00",9.3,8.1,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21972"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21972""]"
"Medium","KB5015827 patch is not installed","2022-07-12","x64","CVE-2022-21845 affects Windows Server 2022","10.0.20348","2023-08-08","Windows Server 2022","CVE-2022-21845","2023-09-10T01:29:59+00:00",4.7,4.7,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-21845"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21845""]"
"High","KB5007205 patch is not installed","2021-11-10","x64","CVE-2021-42282 affects Windows Server 2022","10.0.20348","2022-05-23","Windows Server 2022","CVE-2021-42282","2023-09-10T01:29:59+00:00",6.5,8.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-42282"",""https://nvd.nist.gov/vuln/detail/CVE-2021-42282""]"
"High","KB5007205 patch is not installed","2021-11-10","x64","CVE-2021-42280 affects Windows Server 2022","10.0.20348","2021-11-12","Windows Server 2022","CVE-2021-42280","2023-09-10T01:30:00+00:00",4.6,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-42280"",""https://www.zerodayinitiative.com/advisories/ZDI-21-1307/"",""https://nvd.nist.gov/vuln/detail/CVE-2021-42280""]"
"High","KB5007205 patch is not installed","2021-11-10","x64","CVE-2021-42279 affects Windows Server 2022","10.0.20348","2021-11-12","Windows Server 2022","CVE-2021-42279","2023-09-10T01:30:00+00:00",5.1,7.5,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-42279"",""https://nvd.nist.gov/vuln/detail/CVE-2021-42279""]"
"High","KB5007205 patch is not installed","2021-11-10","x64","CVE-2021-42278 affects Windows Server 2022","10.0.20348","2023-08-08","Windows Server 2022","CVE-2021-42278","2023-09-10T01:30:00+00:00",6.5,8.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-42278"",""https://nvd.nist.gov/vuln/detail/CVE-2021-42278""]"
"High","KB5007205 patch is not installed","2021-11-10","x64","CVE-2021-42277 affects Windows Server 2022","10.0.20348","2021-11-12","Windows Server 2022","CVE-2021-42277","2023-09-10T01:30:00+00:00",4.6,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-42277"",""https://www.zerodayinitiative.com/advisories/ZDI-21-1306/"",""https://nvd.nist.gov/vuln/detail/CVE-2021-42277""]"
"High","KB5007205 patch is not installed","2021-11-10","x64","CVE-2021-42276 affects Windows Server 2022","10.0.20348","2021-11-12","Windows Server 2022","CVE-2021-42276","2023-09-10T01:30:00+00:00",6.8,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-42276"",""https://nvd.nist.gov/vuln/detail/CVE-2021-42276""]"
"High","KB5007205 patch is not installed","2021-11-10","x64","CVE-2021-42275 affects Windows Server 2022","10.0.20348","2021-11-12","Windows Server 2022","CVE-2021-42275","2023-09-10T01:30:00+00:00",6.5,8.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-42275"",""https://nvd.nist.gov/vuln/detail/CVE-2021-42275""]"
"Medium","KB5007205 patch is not installed","2021-11-10","x64","CVE-2021-42274 affects Windows Server 2022","10.0.20348","2021-11-12","Windows Server 2022","CVE-2021-42274","2023-09-10T01:30:00+00:00",2.1,6.5,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-42274"",""https://nvd.nist.gov/vuln/detail/CVE-2021-42274""]"
"High","KB5007205 patch is not installed","2021-11-10","x64","CVE-2021-41379 affects Windows Server 2022","10.0.20348","2023-08-08","Windows Server 2022","CVE-2021-41379","2023-09-10T01:30:00+00:00",4.6,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-41379"",""https://www.zerodayinitiative.com/advisories/ZDI-21-1308/"",""https://nvd.nist.gov/vuln/detail/CVE-2021-41379""]"
"High","KB5007205 patch is not installed","2021-11-10","x64","CVE-2021-41378 affects Windows Server 2022","10.0.20348","2021-11-12","Windows Server 2022","CVE-2021-41378","2023-09-10T01:30:00+00:00",6.5,8.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-41378"",""https://nvd.nist.gov/vuln/detail/CVE-2021-41378""]"
"High","KB5007205 patch is not installed","2021-11-10","x64","CVE-2021-41377 affects Windows Server 2022","10.0.20348","2021-11-12","Windows Server 2022","CVE-2021-41377","2023-09-10T01:30:00+00:00",4.6,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-41377"",""https://nvd.nist.gov/vuln/detail/CVE-2021-41377""]"
"Medium","KB5007205 patch is not installed","2021-11-10","x64","CVE-2021-41371 affects Windows Server 2022","10.0.20348","2021-11-10","Windows Server 2022","CVE-2021-41371","2023-09-10T01:30:00+00:00",2.1,4.4,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-41371"",""https://nvd.nist.gov/vuln/detail/CVE-2021-41371""]"
"High","KB5007205 patch is not installed","2021-11-10","x64","CVE-2021-41370 affects Windows Server 2022","10.0.20348","2021-11-12","Windows Server 2022","CVE-2021-41370","2023-09-10T01:30:00+00:00",4.6,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-41370"",""https://nvd.nist.gov/vuln/detail/CVE-2021-41370""]"
"High","KB5007205 patch is not installed","2021-11-10","x64","CVE-2021-41367 affects Windows Server 2022","10.0.20348","2021-11-12","Windows Server 2022","CVE-2021-41367","2023-09-10T01:30:00+00:00",4.6,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-41367"",""https://nvd.nist.gov/vuln/detail/CVE-2021-41367""]"
"High","KB5007205 patch is not installed","2021-11-10","x64","CVE-2021-41366 affects Windows Server 2022","10.0.20348","2021-11-12","Windows Server 2022","CVE-2021-41366","2023-09-10T01:30:00+00:00",4.6,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-41366"",""https://nvd.nist.gov/vuln/detail/CVE-2021-41366""]"
"Medium","KB5006699 patch is not installed","2021-10-13","x64","CVE-2021-41361 affects Windows Server 2022","10.0.20348","2023-08-01","Windows Server 2022","CVE-2021-41361","2023-09-10T01:30:00+00:00",3.5,5.4,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-41361"",""https://nvd.nist.gov/vuln/detail/CVE-2021-41361""]"
"High","KB5006699 patch is not installed","2021-10-13","x64","CVE-2021-41357 affects Windows Server 2022","10.0.20348","2023-08-08","Windows Server 2022","CVE-2021-41357","2023-09-10T01:30:00+00:00",4.6,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-41357"",""https://nvd.nist.gov/vuln/detail/CVE-2021-41357""]"
"High","KB5007205 patch is not installed","2021-11-10","x64","CVE-2021-41356 affects Windows Server 2022","10.0.20348","2021-11-10","Windows Server 2022","CVE-2021-41356","2023-09-10T01:30:00+00:00",5,7.5,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-41356"",""https://nvd.nist.gov/vuln/detail/CVE-2021-41356""]"
"High","KB5006699 patch is not installed","2021-10-13","x64","CVE-2021-41347 affects Windows Server 2022","10.0.20348","2023-08-01","Windows Server 2022","CVE-2021-41347","2023-09-10T01:30:00+00:00",4.6,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-41347"",""https://www.zerodayinitiative.com/advisories/ZDI-21-1161/"",""https://nvd.nist.gov/vuln/detail/CVE-2021-41347""]"
"High","KB5006699 patch is not installed","2021-10-13","x64","CVE-2021-41345 affects Windows Server 2022","10.0.20348","2023-08-01","Windows Server 2022","CVE-2021-41345","2023-09-10T01:30:00+00:00",7.2,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-41345"",""https://www.zerodayinitiative.com/advisories/ZDI-21-1154/"",""https://nvd.nist.gov/vuln/detail/CVE-2021-41345""]"
"Medium","KB5006699 patch is not installed","2021-10-13","x64","CVE-2021-41343 affects Windows Server 2022","10.0.20348","2023-08-01","Windows Server 2022","CVE-2021-41343","2023-09-10T01:30:00+00:00",2.1,5.5,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-41343"",""https://nvd.nist.gov/vuln/detail/CVE-2021-41343""]"
"High","KB5006699 patch is not installed","2021-10-13","x64","CVE-2021-41342 affects Windows Server 2022","10.0.20348","2021-10-19","Windows Server 2022","CVE-2021-41342","2023-09-10T01:30:00+00:00",6.8,8.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-41342"",""https://nvd.nist.gov/vuln/detail/CVE-2021-41342""]"
"High","KB5006699 patch is not installed","2021-10-13","x64","CVE-2021-41340 affects Windows Server 2022","10.0.20348","2023-08-01","Windows Server 2022","CVE-2021-41340","2023-09-10T01:30:00+00:00",6.8,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-41340"",""https://nvd.nist.gov/vuln/detail/CVE-2021-41340""]"
"Medium","KB5006699 patch is not installed","2021-10-13","x64","CVE-2021-41339 affects Windows Server 2022","10.0.20348","2023-08-01","Windows Server 2022","CVE-2021-41339","2023-09-10T01:30:00+00:00",4.6,4.7,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-41339"",""https://nvd.nist.gov/vuln/detail/CVE-2021-41339""]"
"Medium","KB5006699 patch is not installed","2021-10-13","x64","CVE-2021-41338 affects Windows Server 2022","10.0.20348","2023-08-01","Windows Server 2022","CVE-2021-41338","2023-09-10T01:30:00+00:00",2.1,5.5,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-41338"",""https://nvd.nist.gov/vuln/detail/CVE-2021-41338""]"
"Medium","KB5006699 patch is not installed","2021-10-13","x64","CVE-2021-41337 affects Windows Server 2022","10.0.20348","2023-08-01","Windows Server 2022","CVE-2021-41337","2023-09-10T01:30:00+00:00",4,4.9,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-41337"",""https://nvd.nist.gov/vuln/detail/CVE-2021-41337""]"
"Medium","KB5006699 patch is not installed","2021-10-13","x64","CVE-2021-41336 affects Windows Server 2022","10.0.20348","2023-08-01","Windows Server 2022","CVE-2021-41336","2023-09-10T01:30:00+00:00",2.1,5.5,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-41336"",""https://nvd.nist.gov/vuln/detail/CVE-2021-41336""]"
"High","KB5006699 patch is not installed","2021-10-13","x64","CVE-2021-41334 affects Windows Server 2022","10.0.20348","2023-08-01","Windows Server 2022","CVE-2021-41334","2023-09-10T01:30:00+00:00",4.6,7,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-41334"",""https://nvd.nist.gov/vuln/detail/CVE-2021-41334""]"
"Medium","KB5006699 patch is not installed","2021-10-13","x64","CVE-2021-41332 affects Windows Server 2022","10.0.20348","2023-08-01","Windows Server 2022","CVE-2021-41332","2023-09-10T01:30:00+00:00",4,6.5,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-41332"",""https://nvd.nist.gov/vuln/detail/CVE-2021-41332""]"
"High","KB5006699 patch is not installed","2021-10-13","x64","CVE-2021-40489 affects Windows Server 2022","10.0.20348","2023-08-01","Windows Server 2022","CVE-2021-40489","2023-09-10T01:30:00+00:00",7.2,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-40489"",""https://www.zerodayinitiative.com/advisories/ZDI-21-1156/"",""https://nvd.nist.gov/vuln/detail/CVE-2021-40489""]"
"High","KB5006699 patch is not installed","2021-10-13","x64","CVE-2021-40488 affects Windows Server 2022","10.0.20348","2023-08-01","Windows Server 2022","CVE-2021-40488","2023-09-10T01:30:00+00:00",7.2,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-40488"",""https://www.zerodayinitiative.com/advisories/ZDI-21-1153/"",""https://nvd.nist.gov/vuln/detail/CVE-2021-40488""]"
"High","KB5006699 patch is not installed","2021-10-13","x64","CVE-2021-40478 affects Windows Server 2022","10.0.20348","2023-08-01","Windows Server 2022","CVE-2021-40478","2023-09-10T01:30:00+00:00",7.2,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-40478"",""https://www.zerodayinitiative.com/advisories/ZDI-21-1155/"",""https://nvd.nist.gov/vuln/detail/CVE-2021-40478""]"
"High","KB5006699 patch is not installed","2021-10-13","x64","CVE-2021-40477 affects Windows Server 2022","10.0.20348","2023-08-01","Windows Server 2022","CVE-2021-40477","2023-09-10T01:30:00+00:00",4.6,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-40477"",""https://nvd.nist.gov/vuln/detail/CVE-2021-40477""]"
"High","KB5006699 patch is not installed","2021-10-13","x64","CVE-2021-40476 affects Windows Server 2022","10.0.20348","2023-08-01","Windows Server 2022","CVE-2021-40476","2023-09-10T01:30:00+00:00",6.8,7.5,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-40476"",""http://packetstormsecurity.com/files/164942/Microsoft-Windows-WSAQuerySocketSecurity-AppContainer-Privilege-Escalation.html"",""https://nvd.nist.gov/vuln/detail/CVE-2021-40476""]"
"Medium","KB5006699 patch is not installed","2021-10-13","x64","CVE-2021-40475 affects Windows Server 2022","10.0.20348","2023-08-01","Windows Server 2022","CVE-2021-40475","2023-09-10T01:30:00+00:00",2.1,5.5,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-40475"",""https://nvd.nist.gov/vuln/detail/CVE-2021-40475""]"
"High","KB5006699 patch is not installed","2021-10-13","x64","CVE-2021-40470 affects Windows Server 2022","10.0.20348","2023-08-01","Windows Server 2022","CVE-2021-40470","2023-09-10T01:30:00+00:00",4.6,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-40470"",""https://nvd.nist.gov/vuln/detail/CVE-2021-40470""]"
"High","KB5006699 patch is not installed","2021-10-13","x64","CVE-2021-40469 affects Windows Server 2022","10.0.20348","2023-08-01","Windows Server 2022","CVE-2021-40469","2023-09-10T01:30:00+00:00",6.5,7.2,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-40469"",""https://nvd.nist.gov/vuln/detail/CVE-2021-40469""]"
"Medium","KB5006699 patch is not installed","2021-10-13","x64","CVE-2021-40468 affects Windows Server 2022","10.0.20348","2023-08-01","Windows Server 2022","CVE-2021-40468","2023-09-10T01:30:00+00:00",2.1,5.5,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-40468"",""https://nvd.nist.gov/vuln/detail/CVE-2021-40468""]"
"High","KB5006699 patch is not installed","2021-10-13","x64","CVE-2021-40467 affects Windows Server 2022","10.0.20348","2023-08-01","Windows Server 2022","CVE-2021-40467","2023-09-10T01:30:00+00:00",4.6,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-40467"",""https://nvd.nist.gov/vuln/detail/CVE-2021-40467""]"
"High","KB5006699 patch is not installed","2021-10-13","x64","CVE-2021-40466 affects Windows Server 2022","10.0.20348","2023-08-01","Windows Server 2022","CVE-2021-40466","2023-09-10T01:30:00+00:00",4.6,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-40466"",""https://nvd.nist.gov/vuln/detail/CVE-2021-40466""]"
"High","KB5006699 patch is not installed","2021-10-13","x64","CVE-2021-40449 affects Windows Server 2022","10.0.20348","2023-08-08","Windows Server 2022","CVE-2021-40449","2023-09-10T01:30:00+00:00",4.6,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-40449"",""http://packetstormsecurity.com/files/164926/Win32k-NtGdiResetDC-Use-After-Free-Local-Privilege-Escalation.html"",""https://nvd.nist.gov/vuln/detail/CVE-2021-40449""]"
"High","KB5005575 patch is not installed","2021-09-15","x64","CVE-2021-40447 affects Windows Server 2022","10.0.20348","2021-09-24","Windows Server 2022","CVE-2021-40447","2023-09-10T01:30:00+00:00",4.6,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-40447"",""https://nvd.nist.gov/vuln/detail/CVE-2021-40447""]"
"High","KB5005575 patch is not installed","2021-09-15","x64","CVE-2021-40444 affects Windows Server 2022","10.0.20348","2022-10-14","Windows Server 2022","CVE-2021-40444","2023-09-10T01:30:00+00:00",6.8,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-40444"",""http://packetstormsecurity.com/files/164210/Microsoft-Windows-MSHTML-Overview.html"",""http://packetstormsecurity.com/files/165214/Microsoft-Office-Word-MSHTML-Remote-Code-Execution.html"",""http://packetstormsecurity.com/files/167317/Microsoft-Office-MSDT-Follina-Proof-Of-Concept.html"",""https://nvd.nist.gov/vuln/detail/CVE-2021-40444""]"
"High","KB5005575 patch is not installed","2021-09-15","x64","CVE-2021-38671 affects Windows Server 2022","10.0.20348","2021-09-24","Windows Server 2022","CVE-2021-38671","2023-09-10T01:30:00+00:00",4.6,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-38671"",""https://nvd.nist.gov/vuln/detail/CVE-2021-38671""]"
"High","KB5005575 patch is not installed","2021-09-15","x64","CVE-2021-38667 affects Windows Server 2022","10.0.20348","2021-09-24","Windows Server 2022","CVE-2021-38667","2023-09-10T01:30:00+00:00",4.6,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-38667"",""https://nvd.nist.gov/vuln/detail/CVE-2021-38667""]"
"High","KB5007205 patch is not installed","2021-11-10","x64","CVE-2021-38666 affects Windows Server 2022","10.0.20348","2021-11-10","Windows Server 2022","CVE-2021-38666","2023-09-10T01:30:00+00:00",6.8,8.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-38666"",""https://nvd.nist.gov/vuln/detail/CVE-2021-38666""]"
"Medium","KB5007205 patch is not installed","2021-11-10","x64","CVE-2021-38665 affects Windows Server 2022","10.0.20348","2021-11-10","Windows Server 2022","CVE-2021-38665","2023-09-10T01:30:00+00:00",4.3,6.5,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-38665"",""https://nvd.nist.gov/vuln/detail/CVE-2021-38665""]"
"High","KB5005575 patch is not installed","2021-09-15","x64","CVE-2021-38639 affects Windows Server 2022","10.0.20348","2021-09-26","Windows Server 2022","CVE-2021-38639","2023-09-10T01:30:00+00:00",4.6,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-38639"",""https://nvd.nist.gov/vuln/detail/CVE-2021-38639""]"
"High","KB5005575 patch is not installed","2021-09-15","x64","CVE-2021-38638 affects Windows Server 2022","10.0.20348","2021-09-26","Windows Server 2022","CVE-2021-38638","2023-09-10T01:30:00+00:00",4.6,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-38638"",""https://nvd.nist.gov/vuln/detail/CVE-2021-38638""]"
"Medium","KB5005575 patch is not installed","2021-09-15","x64","CVE-2021-38637 affects Windows Server 2022","10.0.20348","2021-09-26","Windows Server 2022","CVE-2021-38637","2023-09-10T01:30:00+00:00",2.1,5.5,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-38637"",""https://nvd.nist.gov/vuln/detail/CVE-2021-38637""]"
"Medium","KB5005575 patch is not installed","2021-09-15","x64","CVE-2021-38636 affects Windows Server 2022","10.0.20348","2021-09-26","Windows Server 2022","CVE-2021-38636","2023-09-10T01:30:00+00:00",2.1,5.5,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-38636"",""https://nvd.nist.gov/vuln/detail/CVE-2021-38636""]"
"Medium","KB5005575 patch is not installed","2021-09-15","x64","CVE-2021-38635 affects Windows Server 2022","10.0.20348","2021-09-28","Windows Server 2022","CVE-2021-38635","2023-09-10T01:30:00+00:00",2.1,5.5,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-38635"",""https://nvd.nist.gov/vuln/detail/CVE-2021-38635""]"
"High","KB5005575 patch is not installed","2021-09-15","x64","CVE-2021-38634 affects Windows Server 2022","10.0.20348","2021-09-26","Windows Server 2022","CVE-2021-38634","2023-09-10T01:30:00+00:00",7.2,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-38634"",""https://www.zerodayinitiative.com/advisories/ZDI-21-1075/"",""https://nvd.nist.gov/vuln/detail/CVE-2021-38634""]"
"High","KB5005575 patch is not installed","2021-09-15","x64","CVE-2021-38633 affects Windows Server 2022","10.0.20348","2021-09-26","Windows Server 2022","CVE-2021-38633","2023-09-10T01:30:00+00:00",4.6,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-38633"",""https://nvd.nist.gov/vuln/detail/CVE-2021-38633""]"
"Medium","KB5005575 patch is not installed","2021-09-15","x64","CVE-2021-38632 affects Windows Server 2022","10.0.20348","2021-09-27","Windows Server 2022","CVE-2021-38632","2023-09-10T01:30:00+00:00",2.1,4.6,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-38632"",""https://nvd.nist.gov/vuln/detail/CVE-2021-38632""]"
"Medium","KB5007205 patch is not installed","2021-11-10","x64","CVE-2021-38631 affects Windows Server 2022","10.0.20348","2021-11-12","Windows Server 2022","CVE-2021-38631","2023-09-10T01:30:00+00:00",2.1,4.4,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-38631"",""https://nvd.nist.gov/vuln/detail/CVE-2021-38631""]"
"High","KB5005575 patch is not installed","2021-09-15","x64","CVE-2021-38630 affects Windows Server 2022","10.0.20348","2021-09-26","Windows Server 2022","CVE-2021-38630","2023-09-10T01:30:00+00:00",4.6,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-38630"",""https://nvd.nist.gov/vuln/detail/CVE-2021-38630""]"
"Medium","KB5005575 patch is not installed","2021-09-15","x64","CVE-2021-38629 affects Windows Server 2022","10.0.20348","2021-09-26","Windows Server 2022","CVE-2021-38629","2023-09-10T01:30:01+00:00",4,6.5,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-38629"",""https://nvd.nist.gov/vuln/detail/CVE-2021-38629""]"
"High","KB5005575 patch is not installed","2021-09-15","x64","CVE-2021-38628 affects Windows Server 2022","10.0.20348","2021-09-26","Windows Server 2022","CVE-2021-38628","2023-09-10T01:30:01+00:00",4.6,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-38628"",""https://nvd.nist.gov/vuln/detail/CVE-2021-38628""]"
"Medium","KB5006699 patch is not installed","2021-09-15","x64","CVE-2021-38624 affects Windows Server 2022","10.0.20348","2021-09-27","Windows Server 2022","CVE-2021-38624","2023-09-10T01:30:01+00:00",4,6.5,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-38624"",""https://nvd.nist.gov/vuln/detail/CVE-2021-38624""]"
"High","KB5005575 patch is not installed","2021-09-15","x64","CVE-2021-36975 affects Windows Server 2022","10.0.20348","2021-09-26","Windows Server 2022","CVE-2021-36975","2023-09-10T01:30:01+00:00",4.6,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-36975"",""https://nvd.nist.gov/vuln/detail/CVE-2021-36975""]"
"High","KB5005575 patch is not installed","2021-09-15","x64","CVE-2021-36974 affects Windows Server 2022","10.0.20348","2021-09-26","Windows Server 2022","CVE-2021-36974","2023-09-10T01:30:01+00:00",4.6,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-36974"",""https://nvd.nist.gov/vuln/detail/CVE-2021-36974""]"
"High","KB5005575 patch is not installed","2021-09-15","x64","CVE-2021-36973 affects Windows Server 2022","10.0.20348","2021-09-26","Windows Server 2022","CVE-2021-36973","2023-09-10T01:30:01+00:00",4.6,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-36973"",""https://nvd.nist.gov/vuln/detail/CVE-2021-36973""]"
"Medium","KB5005575 patch is not installed","2021-09-15","x64","CVE-2021-36972 affects Windows Server 2022","10.0.20348","2021-09-25","Windows Server 2022","CVE-2021-36972","2023-09-10T01:30:01+00:00",2.1,5.5,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-36972"",""https://nvd.nist.gov/vuln/detail/CVE-2021-36972""]"
"Medium","KB5005575 patch is not installed","2021-09-15","x64","CVE-2021-36969 affects Windows Server 2022","10.0.20348","2021-09-25","Windows Server 2022","CVE-2021-36969","2023-09-10T01:30:01+00:00",2.1,5.5,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-36969"",""https://nvd.nist.gov/vuln/detail/CVE-2021-36969""]"
"Critical","KB5005575 patch is not installed","2021-09-15","x64","CVE-2021-36965 affects Windows Server 2022","10.0.20348","2021-09-25","Windows Server 2022","CVE-2021-36965","2023-09-10T01:30:01+00:00",7.5,9.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-36965"",""https://nvd.nist.gov/vuln/detail/CVE-2021-36965""]"
